Screen,Goal,Exam,Exam_tagged,Is_exam_tagged_correct,Subject,Subject_tagged,Is_subject_tagged_correct,Video_id,Duration_given,Duration_display,Expected_duration_display,Is_duration_okay,Embium_coins,Is_title_present,Is_description_less_150_character_range,Image_url_present,Video_url_present,Teaser_url_present,Status,Title,Description,Learn_path
Learn/home/Chemistry,Medical,AP EAMCET,ap eamcet,Yes,Chemistry,Biology,No,5913149.0,174.0,2 min 54 sec,2 mins 54 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Active Transport of Solutes in Xylem,Plants can use energy in the form of ATP to move minerals and water throughout their body against concentration gradients. Watch this video to learn about the active transport of solutes.,medical--ap eamcet--biology--plant physiology--transport in plants--cell to cell transport
Learn/home/Biology,Medical,AP EAMCET,ap eamcet,Yes,Biology,Biology,Yes,5913149.0,174.0,2 min 54 sec,2 mins 54 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Active Transport of Solutes in Xylem,Plants can use energy in the form of ATP to move minerals and water throughout their body against concentration gradients. Watch this video to learn about the active transport of solutes.,medical--ap eamcet--biology--plant physiology--transport in plants--cell to cell transport
Learn/home,Medical,NEET,neet,Yes,All Subjects,Biology,Yes,5913149.0,174.0,2 min 54 sec,2 mins 54 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Active Transport of Solutes in Xylem,Plants can use energy in the form of ATP to move minerals and water through their body against concentration gradients. Watch this video to learn about the active transport of solutes.,medical--neet--biology--plant physiology--transport in plants--movement of water%2C gases and nutrients
Learn/home/Physics,Medical,NEET,neet,Yes,Physics,Biology,No,5913149.0,174.0,2 min 54 sec,2 mins 54 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Active Transport of Solutes in Xylem,Plants can use energy in the form of ATP to move minerals and water through their body against concentration gradients. Watch this video to learn about the active transport of solutes.,medical--neet--biology--plant physiology--transport in plants--movement of water%2C gases and nutrients
Learn/home/Chemistry,Medical,NEET,neet,Yes,Chemistry,Biology,No,5913149.0,174.0,2 min 54 sec,2 mins 54 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Active Transport of Solutes in Xylem,Plants can use energy in the form of ATP to move minerals and water through their body against concentration gradients. Watch this video to learn about the active transport of solutes.,medical--neet--biology--plant physiology--transport in plants--movement of water%2C gases and nutrients
Learn/home/Biology,Medical,NEET,neet,Yes,Biology,Biology,Yes,5913149.0,174.0,2 min 54 sec,2 mins 54 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Active Transport of Solutes in Xylem,Plants can use energy in the form of ATP to move minerals and water through their body against concentration gradients. Watch this video to learn about the active transport of solutes.,medical--neet--biology--plant physiology--transport in plants--movement of water%2C gases and nutrients
Learn/home,Medical,TS EAMCET,ts eamcet,Yes,All Subjects,Biology,Yes,5913149.0,174.0,2 min 54 sec,2 mins 54 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Active Transport of Solutes in Xylem,Plants can use energy in the form of ATP to move minerals and water throughout their body against concentration gradients. Watch this video to learn about the active transport of solutes.,medical--ts eamcet--biology--plant physiology--transport in plants--cell to cell transport
Learn/home/Physics,Medical,TS EAMCET,ts eamcet,Yes,Physics,Biology,No,5913149.0,174.0,2 min 54 sec,2 mins 54 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Active Transport of Solutes in Xylem,Plants can use energy in the form of ATP to move minerals and water throughout their body against concentration gradients. Watch this video to learn about the active transport of solutes.,medical--ts eamcet--biology--plant physiology--transport in plants--cell to cell transport
Learn/home/Chemistry,Medical,TS EAMCET,ts eamcet,Yes,Chemistry,Biology,No,5913149.0,174.0,2 min 54 sec,2 mins 54 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Active Transport of Solutes in Xylem,Plants can use energy in the form of ATP to move minerals and water throughout their body against concentration gradients. Watch this video to learn about the active transport of solutes.,medical--ts eamcet--biology--plant physiology--transport in plants--cell to cell transport
Learn/home/Biology,Medical,TS EAMCET,ts eamcet,Yes,Biology,Biology,Yes,5913149.0,174.0,2 min 54 sec,2 mins 54 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Active Transport of Solutes in Xylem,Plants can use energy in the form of ATP to move minerals and water throughout their body against concentration gradients. Watch this video to learn about the active transport of solutes.,medical--ts eamcet--biology--plant physiology--transport in plants--cell to cell transport
Learn/home,Banking,Bihar Cooperative Bank Assistant Prelims,bihar cooperative bank assistant prelims,Yes,All Subjects,Quantitative Aptitude,No,5913574.0,321.0,6 min 13 sec,5 mins 21 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Geometric Progression,A geometric progression is a sequence where each term is derived by multiplying or dividing the preceding term by a fixed number called the common ratio. What is the nth term of a GP series? Watch on!,banking--bihar cooperative bank assistant prelims--numerical ability--arithmetic--progression and series--progression and series
Learn/home/Reasoning,Banking,Bihar Cooperative Bank Assistant Prelims,bihar cooperative bank assistant prelims,Yes,Reasoning,Quantitative Aptitude,No,5913574.0,321.0,6 min 13 sec,5 mins 21 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Geometric Progression,A geometric progression is a sequence where each term is derived by multiplying or dividing the preceding term by a fixed number called the common ratio. What is the nth term of a GP series? Watch on!,banking--bihar cooperative bank assistant prelims--numerical ability--arithmetic--progression and series--progression and series
Learn/home/Numerical Ability,Banking,Bihar Cooperative Bank Assistant Prelims,bihar cooperative bank assistant prelims,Yes,Numerical Ability,Quantitative Aptitude,No,5913574.0,321.0,6 min 13 sec,5 mins 21 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Geometric Progression,A geometric progression is a sequence where each term is derived by multiplying or dividing the preceding term by a fixed number called the common ratio. What is the nth term of a GP series? Watch on!,banking--bihar cooperative bank assistant prelims--numerical ability--arithmetic--progression and series--progression and series
Learn/home/English Language,Banking,Bihar Cooperative Bank Assistant Prelims,bihar cooperative bank assistant prelims,Yes,English Language,Quantitative Aptitude,No,5913574.0,321.0,6 min 13 sec,5 mins 21 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Geometric Progression,A geometric progression is a sequence where each term is derived by multiplying or dividing the preceding term by a fixed number called the common ratio. What is the nth term of a GP series? Watch on!,banking--bihar cooperative bank assistant prelims--numerical ability--arithmetic--progression and series--progression and series
Learn/home,Banking,RBI Assistant Prelims,rbi assistant prelims,Yes,All Subjects,Reasoning Ability,Yes,5912290.0,187.0,3 min 7 sec,3 mins 7 sec,No,100.0,Yes,No,Yes,Yes,Yes,Published,Discount,Shops across various sectors offer discounts on their items during festivities. How do you calculate discounts and original prices? Learn more,banking--rbi assistant prelims--numerical ability--arithmetic--percentages--profit and loss
Learn/home/Reasoning Ability,Banking,RBI Assistant Prelims,rbi assistant prelims,Yes,Reasoning Ability,Reasoning Ability,Yes,5912290.0,187.0,3 min 7 sec,3 mins 7 sec,No,100.0,Yes,No,Yes,Yes,Yes,Published,Discount,Shops across various sectors offer discounts on their items during festivities. How do you calculate discounts and original prices? Learn more,banking--rbi assistant prelims--numerical ability--arithmetic--percentages--profit and loss
Learn/home/Numerical Ability,Banking,RBI Assistant Prelims,rbi assistant prelims,Yes,Numerical Ability,Numerical Ability,Yes,5914733.0,99.0,1 min 39 sec,1 mins 39 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Uses of Graphs,"If I told you that the motion of your school bus could actually be represented on a graph sheet, you might think I'm crazy. Well, it’s actually possible! Let’s explore distance-time graphs!",banking--rbi assistant prelims--numerical ability--data interpretation--graphical representation of data--bar graph representation of data
Learn/home/English Language,Banking,RBI Assistant Prelims,rbi assistant prelims,Yes,English Language,Reasoning Ability,No,5912290.0,187.0,3 min 7 sec,3 mins 7 sec,No,100.0,Yes,No,Yes,Yes,Yes,Published,Discount,Shops across various sectors offer discounts on their items during festivities. How do you calculate discounts and original prices? Learn more,banking--rbi assistant prelims--numerical ability--arithmetic--percentages--profit and loss
Learn/home,Banking,IBPS PO Mains,ibps po mains,Yes,All Subjects,Quantitative Aptitude,Yes,5912272.0,220.0,3 min 40 sec,3 mins 40 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Pie Chart,"Pies, apart from being a sweet or savoury dish, have a mathematical significance in the form of pie charts. Each sector of the pie represents a portion of the whole. Watch the video to learn about them.",banking--ibps po mains--quantitative aptitude--data interpretation--graphical representation of data--pie chart representation of data
Learn/home/Reasoning,Banking,IBPS PO Mains,ibps po mains,Yes,Reasoning,Quantitative Aptitude,No,5912272.0,220.0,3 min 40 sec,3 mins 40 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Pie Chart,"Pies, apart from being a sweet or savoury dish, have a mathematical significance in the form of pie charts. Each sector of the pie represents a portion of the whole. Watch the video to learn about them.",banking--ibps po mains--quantitative aptitude--data interpretation--graphical representation of data--pie chart representation of data
Learn/home/Quantitative Aptitude,Banking,IBPS PO Mains,ibps po mains,Yes,Quantitative Aptitude,Quantitative Aptitude,Yes,5912272.0,220.0,3 min 40 sec,3 mins 40 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Pie Chart,"Pies, apart from being a sweet or savoury dish, have a mathematical significance in the form of pie charts. Each sector of the pie represents a portion of the whole. Watch the video to learn about them.",banking--ibps po mains--quantitative aptitude--data interpretation--graphical representation of data--pie chart representation of data
Learn/home/General Awareness,Banking,IBPS PO Mains,ibps po mains,Yes,General Awareness,Quantitative Aptitude,No,5912272.0,220.0,3 min 40 sec,3 mins 40 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Pie Chart,"Pies, apart from being a sweet or savoury dish, have a mathematical significance in the form of pie charts. Each sector of the pie represents a portion of the whole. Watch the video to learn about them.",banking--ibps po mains--quantitative aptitude--data interpretation--graphical representation of data--pie chart representation of data
Learn/home/English Language,Banking,IBPS PO Mains,ibps po mains,Yes,English Language,Quantitative Aptitude,No,5912272.0,220.0,3 min 40 sec,3 mins 40 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Pie Chart,"Pies, apart from being a sweet or savoury dish, have a mathematical significance in the form of pie charts. Each sector of the pie represents a portion of the whole. Watch the video to learn about them.",banking--ibps po mains--quantitative aptitude--data interpretation--graphical representation of data--pie chart representation of data
Learn/home,Banking,IBPS RRB Officer Scale-I Prelims,ibps po,No,All Subjects,Reasoning,Yes,5914852.0,135.0,2 min 15 sec,2 mins 15 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Our Ecosystem,"Seas, grasslands, forests, deserts, lakes, etc. form the ecosystem. The ecosystem has biotic and abiotic factors. How are these factors interrelated and interdependent? Watch the video to know this.",banking--ibps po--general awareness--ecology and environment--environmental affairs--ecosystem
Learn/home/Reasoning,Banking,IBPS RRB Officer Scale-I Prelims,ibps po,No,Reasoning,Reasoning,Yes,5914852.0,135.0,2 min 15 sec,2 mins 15 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Our Ecosystem,"Seas, grasslands, forests, deserts, lakes, etc. form the ecosystem. The ecosystem has biotic and abiotic factors. How are these factors interrelated and interdependent? Watch the video to know this.",banking--ibps po--general awareness--ecology and environment--environmental affairs--ecosystem
Learn/home/Quantitative Aptitude,Banking,IBPS RRB Officer Scale-I Prelims,ibps po,No,Quantitative Aptitude,Reasoning,No,5914852.0,135.0,2 min 15 sec,2 mins 15 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Our Ecosystem,"Seas, grasslands, forests, deserts, lakes, etc. form the ecosystem. The ecosystem has biotic and abiotic factors. How are these factors interrelated and interdependent? Watch the video to know this.",banking--ibps po--general awareness--ecology and environment--environmental affairs--ecosystem
Learn/home,Banking,IBPS Clerk Prelims,ibps po,No,All Subjects,Reasoning,Yes,5914852.0,135.0,2 min 15 sec,2 mins 15 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Our Ecosystem,"Seas, grasslands, forests, deserts, lakes, etc. form the ecosystem. The ecosystem has biotic and abiotic factors. How are these factors interrelated and interdependent? Watch the video to know this.",banking--ibps po--general awareness--ecology and environment--environmental affairs--ecosystem
Learn/home/Reasoning,Banking,IBPS Clerk Prelims,ibps po,No,Reasoning,Reasoning,Yes,5914852.0,135.0,2 min 15 sec,2 mins 15 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Our Ecosystem,"Seas, grasslands, forests, deserts, lakes, etc. form the ecosystem. The ecosystem has biotic and abiotic factors. How are these factors interrelated and interdependent? Watch the video to know this.",banking--ibps po--general awareness--ecology and environment--environmental affairs--ecosystem
Learn/home/Quantitative Aptitude,Banking,IBPS Clerk Prelims,ibps po,No,Quantitative Aptitude,Reasoning,No,5914852.0,135.0,2 min 15 sec,2 mins 15 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Our Ecosystem,"Seas, grasslands, forests, deserts, lakes, etc. form the ecosystem. The ecosystem has biotic and abiotic factors. How are these factors interrelated and interdependent? Watch the video to know this.",banking--ibps po--general awareness--ecology and environment--environmental affairs--ecosystem
Learn/home/English Language,Banking,IBPS Clerk Prelims,ibps po,No,English Language,Reasoning,No,5914852.0,135.0,2 min 15 sec,2 mins 15 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Our Ecosystem,"Seas, grasslands, forests, deserts, lakes, etc. form the ecosystem. The ecosystem has biotic and abiotic factors. How are these factors interrelated and interdependent? Watch the video to know this.",banking--ibps po--general awareness--ecology and environment--environmental affairs--ecosystem
